movieId,title,genres
2819,Three Days of the Condor (3 Days of the Condor) (1975),Drama|Romance|Thriller
2841,Stir of Echoes (1999),Horror|Thriller
2858,American Beauty (1999),Comedy|Drama
2863,"Hard Day's Night, A (1964)",Adventure|Comedy
2871,Deliverance (1972),Adventure|Drama|Thriller
2872,Excalibur (1981),Adventure
2890,Three Kings (1999),Action|Adventure|Comedy|Drama
2908,Boys Don't Cry (1999),Drama
2912,"Limey, The (1999)",Crime|Drama|Thriller
2915,Risky Business (1983),Comedy
2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller
2917,Body Heat (1981),Crime|Thriller
2918,Ferris Bueller's Day Off (1986),Comedy
2919,"Year of Living Dangerously, The (1982)",Drama|Romance
2944,"Dirty Dozen, The (1967)",Action|Drama
2947,Goldfinger (1964),Action|Adventure|Thriller
2948,From Russia with Love (1963),Action|Adventure|Thriller
2949,Dr. No (1962),Action|Adventure|Thriller
2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action
2959,Fight Club (1999),Action|Crime|Drama|Thriller
2966,"Straight Story, The (1999)",Adventure|Drama
2968,Time Bandits (1981),Adventure|Comedy|Sci-Fi
2973,Crimes and Misdemeanors (1989),Comedy|Crime|Drama
2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller
2987,Who Framed Roger Rabbit? (1988),Adventure|Comedy|Crime
2991,Live and Let Die (1973),Action|Adventure|Thriller
2993,Thunderball (1965),Action|Adventure|Thriller
2997,Being John Malkovich (1999),Comedy|Drama
3000,Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Drama
3006,"Insider, The (1999)",Drama|Thriller
3019,Drugstore Cowboy (1989),Crime|Drama
3020,Falling Down (1993),Action|Drama
3022,"General, The (1926)",Comedy
3030,Yojimbo (1961),Action|Adventure
3033,Spaceballs (1987),Comedy|Sci-Fi
3034,Robin Hood (1973),Adventure|Comedy
3039,Trading Places (1983),Comedy
3044,Dead Again (1991),Romance|Thriller
3052,Dogma (1999),Adventure|Comedy
3060,"Commitments, The (1991)",Comedy|Drama
3068,"Verdict, The (1982)",Drama
3072,Moonstruck (1987),Comedy|Romance
3081,Sleepy Hollow (1999),Horror|Romance
3082,"World Is Not Enough, The (1999)",Action|Adventure|Thriller
3083,All About My Mother (Todo sobre mi madre) (1999),Drama
3087,Scrooged (1988),Comedy|Romance
3088,Harvey (1950),Comedy
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama
3095,"Grapes of Wrath, The (1940)",Drama
3098,"Natural, The (1984)",Drama
3100,"River Runs Through It, A (1992)",Drama
3101,Fatal Attraction (1987),Drama|Thriller
3104,Midnight Run (1988),Action|Comedy|Crime|Thriller
3105,Awakenings (1990),Drama
3107,Backdraft (1991),Action|Drama
3108,"Fisher King, The (1991)",Comedy|Drama|Romance
3114,Toy Story 2 (1999),Adventure|Comedy
3147,"Green Mile, The (1999)",Crime|Drama
3148,"Cider House Rules, The (1999)",Drama
3152,"Last Picture Show, The (1971)",Drama
3160,Magnolia (1999),Drama
3168,Easy Rider (1969),Adventure|Drama
3174,Man on the Moon (1999),Comedy|Drama
3175,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi
3176,"Talented Mr. Ripley, The (1999)",Drama|Thriller
3186,"Girl, Interrupted (1999)",Drama
3196,Stalag 17 (1953),Drama
3198,Papillon (1973),Crime|Drama
3201,Five Easy Pieces (1970),Drama
3203,Dead Calm (1989),Thriller
3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance
3246,Malcolm X (1992),Drama
3252,Scent of a Woman (1992),Drama
3253,Wayne's World (1992),Comedy
3255,"League of Their Own, A (1992)",Comedy|Drama
3256,Patriot Games (1992),Action|Thriller
3260,Howards End (1992),Drama
3263,White Men Can't Jump (1992),Comedy|Drama
3267,"Mariachi, El (1992)",Action|Crime|Thriller
3271,Of Mice and Men (1992),Drama
3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller
3300,Pitch Black (2000),Horror|Sci-Fi|Thriller
3301,"Whole Nine Yards, The (2000)",Comedy|Crime
3307,City Lights (1931),Comedy|Drama|Romance
3317,Wonder Boys (2000),Comedy|Drama
3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama
3334,Key Largo (1948),Crime|Drama|Thriller
3359,Breaking Away (1979),Comedy|Drama
3360,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance
3361,Bull Durham (1988),Comedy|Drama|Romance
3362,Dog Day Afternoon (1975),Crime|Drama
3363,American Graffiti (1973),Comedy|Drama
3365,"Searchers, The (1956)",Drama
3384,"Taking of Pelham One Two Three, The (1974)",Action|Crime
3386,JFK (1991),Drama|Thriller
3396,"Muppet Movie, The (1979)",Adventure|Comedy
3408,Erin Brockovich (2000),Drama
3418,Thelma & Louise (1991),Adventure|Crime|Drama
3421,Animal House (1978),Comedy
3424,Do the Right Thing (1989),Drama
3435,Double Indemnity (1944),Crime|Drama
3448,"Good Morning, Vietnam (1987)",Comedy|Drama
3450,Grumpy Old Men (1993),Comedy
3451,Guess Who's Coming to Dinner (1967),Drama
3462,Modern Times (1936),Comedy|Drama|Romance
3468,"Hustler, The (1961)",Drama
3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi
3476,Jacob's Ladder (1990),Horror
3481,High Fidelity (2000),Comedy|Drama|Romance
3489,Hook (1991),Adventure|Comedy
3498,Midnight Express (1978),Drama
3499,Misery (1990),Drama|Horror|Thriller
3504,Network (1976),Comedy|Drama
3505,No Way Out (1987),Drama|Thriller
3507,"Odd Couple, The (1968)",Comedy
3508,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller
3510,Frequency (2000),Drama|Thriller
3524,Arthur (1981),Comedy|Romance
3526,Parenthood (1989),Comedy|Drama
3527,Predator (1987),Action|Sci-Fi|Thriller
3535,American Psycho (2000),Crime|Horror|Thriller
3543,Diner (1982),Comedy|Drama
3545,Cabaret (1972),Drama
3551,Marathon Man (1976),Crime|Drama|Thriller
3552,Caddyshack (1980),Comedy
3556,"Virgin Suicides, The (1999)",Drama|Romance
3578,Gladiator (2000),Action|Adventure|Drama
3608,Pee-wee's Big Adventure (1985),Adventure|Comedy
3623,Mission: Impossible II (2000),Action|Adventure|Thriller
3624,Shanghai Noon (2000),Action|Adventure|Comedy
3629,"Gold Rush, The (1925)",Adventure|Comedy|Romance
3635,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller
3639,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller
3654,"Guns of Navarone, The (1961)",Action|Adventure|Drama
3668,Romeo and Juliet (1968),Drama|Romance
3671,Blazing Saddles (1974),Comedy
3681,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller
3683,Blood Simple (1984),Crime|Drama
3685,Prizzi's Honor (1985),Comedy|Drama|Romance
3699,Starman (1984),Adventure|Drama|Romance|Sci-Fi
3702,Mad Max (1979),Action|Adventure|Sci-Fi
3703,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi
3706,Angel Heart (1987),Horror|Thriller
3730,"Conversation, The (1974)",Drama
3735,Serpico (1973),Crime|Drama
3740,Big Trouble in Little China (1986),Action|Adventure|Comedy
3741,Badlands (1973),Crime|Drama|Thriller
3751,Chicken Run (2000),Comedy
3753,"Patriot, The (2000)",Action|Drama
3755,"Perfect Storm, The (2000)",Drama|Thriller
3763,F/X (1986),Action|Crime|Thriller
3783,Croupier (1998),Crime|Drama
3793,X-Men (2000),Action|Adventure|Sci-Fi
3801,Anatomy of a Murder (1959),Drama
3809,What About Bob? (1991),Comedy
3863,"Cell, The (2000)",Drama|Horror|Thriller
3868,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance
3893,Nurse Betty (2000),Comedy|Crime|Drama|Romance|Thriller
3897,Almost Famous (2000),Drama
3911,Best in Show (2000),Comedy
3916,Remember the Titans (2000),Drama
3948,Meet the Parents (2000),Comedy
3949,Requiem for a Dream (2000),Drama
3952,"Contender, The (2000)",Drama|Thriller
3967,Billy Elliot (2000),Drama
3977,Charlie's Angels (2000),Action|Comedy
3983,You Can Count on Me (2000),Drama|Romance
3984,Diamonds Are Forever (1971),Action|Adventure|Thriller
3994,Unbreakable (2000),Drama|Sci-Fi
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance
4002,"Planes, Trains & Automobiles (1987)",Comedy
4007,Wall Street (1987),Drama
4008,Born on the Fourth of July (1989),Drama
4011,Snatch (2000),Comedy|Crime|Thriller
4014,Chocolat (2000),Drama|Romance
4016,"Emperor's New Groove, The (2000)",Adventure|Comedy
4018,What Women Want (2000),Comedy|Romance
4019,Finding Forrester (2000),Drama
4020,"Gift, The (2000)",Thriller
4022,Cast Away (2000),Drama
4025,Miss Congeniality (2000),Comedy|Crime
4027,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime
4029,State and Main (2000),Comedy|Drama
4033,Thirteen Days (2000),Drama|Thriller
4034,Traffic (2000),Crime|Drama|Thriller
4037,House of Games (1987),Crime|Thriller
4041,"Officer and a Gentleman, An (1982)",Drama|Romance
4085,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama
4103,Empire of the Sun (1987),Action|Adventure|Drama
4105,"Evil Dead, The (1981)",Horror|Thriller
4121,Innerspace (1987),Action|Adventure|Comedy|Sci-Fi
4128,"Lost Boys, The (1987)",Comedy|Horror|Thriller
4148,Hannibal (2001),Horror|Thriller
4210,Manhunter (1986),Action|Crime|Drama|Horror|Thriller
4211,Reversal of Fortune (1990),Drama
4223,Enemy at the Gates (2001),Drama
4226,Memento (2000),Thriller
4235,Amores Perros (Love's a Bitch) (2000),Drama|Thriller
4239,Blow (2001),Crime|Drama
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance
4262,Scarface (1983),Action|Crime|Drama
4280,"World According to Garp, The (1982)",Comedy|Drama|Romance
4299,"Knight's Tale, A (2001)",Action|Comedy|Romance
4306,Shrek (2001),Adventure|Comedy|Romance
4308,Moulin Rouge (2001),Drama|Romance
4321,City Slickers (1991),Comedy
4322,Eight Men Out (1988),Drama
4326,Mississippi Burning (1988),Crime|Drama|Thriller
4327,"Magnificent Seven, The (1960)",Adventure
4351,Point Break (1991),Action|Crime|Thriller
4361,Tootsie (1982),Comedy|Romance
4370,A.I. Artificial Intelligence (2001),Adventure|Drama|Sci-Fi
4378,Sexy Beast (2000),Comedy|Crime|Drama
4406,"Man Who Shot Liberty Valance, The (1962)",Crime|Drama
4447,Legally Blonde (2001),Comedy|Romance
4448,"Score, The (2001)",Action|Drama
4467,"Adventures of Baron Munchausen, The (1988)",Adventure|Comedy
4489,Coming to America (1988),Comedy|Romance
4499,Dirty Rotten Scoundrels (1988),Comedy
4571,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi
4623,Major League (1989),Comedy
4641,Ghost World (2001),Comedy|Drama
4720,"Others, The (2001)",Drama|Horror|Thriller
4734,Jay and Silent Bob Strike Back (2001),Adventure|Comedy
4776,Training Day (2001),Crime|Drama|Thriller
4816,Zoolander (2001),Comedy
4848,Mulholland Drive (2001),Crime|Drama|Thriller
4855,Dirty Harry (1971),Action|Crime|Thriller
4857,Fiddler on the Roof (1971),Drama
4865,From Hell (2001),Crime|Horror|Thriller
4873,Waking Life (2001),Drama
4874,K-PAX (2001),Drama|Sci-Fi
4878,Donnie Darko (2001),Drama|Sci-Fi|Thriller
4881,"Man Who Wasn't There, The (2001)",Crime|Drama
4886,"Monsters, Inc. (2001)",Adventure|Comedy
4889,Heist (2001),Crime|Drama
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure
4901,Spy Game (2001),Action|Crime|Drama|Thriller
4903,In the Bedroom (2001),Drama
4963,Ocean's Eleven (2001),Crime|Thriller
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance
4975,Vanilla Sky (2001),Romance|Sci-Fi|Thriller
4979,"Royal Tenenbaums, The (2001)",Comedy|Drama
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure
4995,"Beautiful Mind, A (2001)",Drama|Romance
5008,Witness for the Prosecution (1957),Drama|Thriller
5010,Black Hawk Down (2001),Action|Drama
5013,Gosford Park (2001),Comedy|Drama
5015,Monster's Ball (2001),Drama|Romance
5049,48 Hrs. (1982),Action|Comedy|Crime|Drama
5060,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama
5064,The Count of Monte Cristo (2002),Action|Adventure|Drama|Romance|Thriller
5103,"Sandlot, The (1993)",Comedy|Drama
5152,We Were Soldiers (2002),Action|Drama
5218,Ice Age (2002),Adventure|Comedy
5225,And Your Mother Too (Y tu mamá también) (2001),Drama|Romance
5254,Blade II (2002),Action|Horror|Thriller
5266,Panic Room (2002),Thriller
5291,Rashomon (Rashômon) (1950),Crime|Drama
5294,Frailty (2001),Crime|Drama|Thriller
5299,My Big Fat Greek Wedding (2002),Comedy|Romance
5349,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller
5377,About a Boy (2002),Comedy|Drama|Romance
5378,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi
5388,Insomnia (2002),Action|Crime|Drama|Thriller
5418,"Bourne Identity, The (2002)",Action|Thriller
5444,Lilo & Stitch (2002),Adventure|Sci-Fi
5445,Minority Report (2002),Action|Crime|Sci-Fi|Thriller
5446,Rabbit-Proof Fence (2002),Adventure|Drama
5464,Road to Perdition (2002),Crime|Drama
5481,Austin Powers in Goldmember (2002),Comedy
5500,Top Secret! (1984),Comedy
5502,Signs (2002),Horror|Sci-Fi|Thriller
5505,"Good Girl, The (2002)",Comedy|Drama
5528,One Hour Photo (2002),Drama|Thriller
5617,Secretary (2002),Comedy|Drama|Romance
5618,Spirited Away (Sen to Chihiro no kamikakushi) (2001),Adventure
5630,Red Dragon (2002),Crime|Thriller
5669,Bowling for Columbine (2002),Documentary
5673,Punch-Drunk Love (2002),Comedy|Drama|Romance
5679,"Ring, The (2002)",Horror|Thriller
5693,Saturday Night Fever (1977),Comedy|Drama|Romance
5747,Gallipoli (1981),Drama
5791,Frida (2002),Drama|Romance
5810,8 Mile (2002),Drama
5812,Far from Heaven (2002),Drama|Romance
5816,Harry Potter and the Chamber of Secrets (2002),Adventure
5872,Die Another Day (2002),Action|Adventure|Thriller
5876,"Quiet American, The (2002)",Drama|Thriller
5878,Talk to Her (Hable con Ella) (2002),Drama|Romance
5902,Adaptation (2002),Comedy|Drama|Romance
5903,Equilibrium (2002),Action|Sci-Fi|Thriller
5945,About Schmidt (2002),Comedy|Drama
5952,"Lord of the Rings: The Two Towers, The (2002)",Adventure
5954,25th Hour (2002),Crime|Drama
5956,Gangs of New York (2002),Crime|Drama
5971,My Neighbor Totoro (Tonari no Totoro) (1988),Drama
5989,Catch Me If You Can (2002),Crime|Drama
5991,Chicago (2002),Comedy|Crime|Drama
5992,"Hours, The (2002)",Drama|Romance
5995,"Pianist, The (2002)",Drama
6001,"King of Comedy, The (1983)",Comedy|Drama
6003,Confessions of a Dangerous Mind (2002),Comedy|Crime|Drama|Thriller
6016,City of God (Cidade de Deus) (2002),Action|Adventure|Crime|Drama|Thriller
6188,Old School (2003),Comedy
6218,Bend It Like Beckham (2002),Comedy|Drama|Romance
6281,Phone Booth (2002),Drama|Thriller
6296,"Mighty Wind, A (2003)",Comedy
6297,Holes (2003),Adventure|Comedy
6323,Identity (2003),Crime|Horror|Thriller
6331,Spellbound (2002),Documentary
6333,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller
6365,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller
6373,Bruce Almighty (2003),Comedy|Drama|Romance
6377,Finding Nemo (2003),Adventure|Comedy
6378,"Italian Job, The (2003)",Action|Crime
6380,Capturing the Friedmans (2003),Documentary
6385,Whale Rider (2002),Drama
6440,Barton Fink (1991),Drama|Thriller
6502,28 Days Later (2002),Action|Horror|Sci-Fi
6537,Terminator 3: Rise of the Machines (2003),Action|Adventure|Sci-Fi
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy
6552,Dirty Pretty Things (2002),Crime|Drama|Thriller
6565,Seabiscuit (2003),Drama
6620,American Splendor (2003),Comedy|Drama
6659,Tremors (1990),Comedy|Horror|Sci-Fi
6662,"Pink Panther, The (1963)",Comedy|Crime
6708,Matchstick Men (2003),Comedy|Crime|Drama
6711,Lost in Translation (2003),Comedy|Drama|Romance
6724,Paper Moon (1973),Comedy|Crime|Drama
6754,Underworld (2003),Action|Horror
6773,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)",Comedy
6787,All the President's Men (1976),Drama|Thriller
6796,Boyz N the Hood (1991),Crime|Drama
6807,Monty Python's The Meaning of Life (1983),Comedy
6863,School of Rock (2003),Comedy
6867,"Station Agent, The (2003)",Comedy|Drama
6870,Mystic River (2003),Crime|Drama
6873,Intolerable Cruelty (2003),Comedy|Romance
6874,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller
6879,Runaway Jury (2003),Drama|Thriller
6932,Shattered Glass (2003),Crime|Drama
6934,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller
6936,Elf (2003),Comedy
6942,Love Actually (2003),Comedy|Drama|Romance
6947,Master and Commander: The Far Side of the World (2003),Adventure|Drama
6953,21 Grams (2003),Crime|Drama|Romance|Thriller
6957,Bad Santa (2003),Comedy|Crime
6979,WarGames (1983),Drama|Sci-Fi|Thriller
6993,Hannah and Her Sisters (1986),Comedy|Drama|Romance
7001,Invasion of the Body Snatchers (1978),Horror|Sci-Fi|Thriller
7013,"Night of the Hunter, The (1955)",Drama|Thriller
7022,Battle Royale (Batoru rowaiaru) (2000),Action|Drama|Horror|Thriller
7046,"Witches of Eastwick, The (1987)",Comedy|Horror|Thriller
7076,Bullitt (1968),Action|Crime|Drama|Thriller
7090,Hero (Ying xiong) (2002),Action|Adventure|Drama
7132,"Night at the Opera, A (1935)",Comedy|Romance
7137,"Cooler, The (2003)",Comedy|Drama|Romance
7139,In America (2002),Drama|Romance
7143,"Last Samurai, The (2003)",Action|Adventure|Drama
7147,Big Fish (2003),Drama|Romance
7149,Something's Gotta Give (2003),Comedy|Drama|Romance
7151,Girl with a Pearl Earring (2003),Drama|Romance
7153,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama
7156,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",Documentary
7158,House of Sand and Fog (2003),Drama
7160,Monster (2003),Crime|Drama
7162,Cold Mountain (2003),Drama|Romance
7254,The Butterfly Effect (2004),Drama|Sci-Fi|Thriller
7293,50 First Dates (2004),Comedy|Romance
7323,"Good bye, Lenin! (2003)",Comedy|Drama
7360,Dawn of the Dead (2004),Action|Drama|Horror|Thriller
7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi
7373,Hellboy (2004),Action|Adventure|Horror
7387,Dawn of the Dead (1978),Action|Drama|Horror
7419,After Hours (1985),Comedy|Thriller
7438,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller
7445,Man on Fire (2004),Action|Crime|Drama|Thriller
7451,Mean Girls (2004),Comedy
7458,Troy (2004),Action|Adventure|Drama
7482,Enter the Dragon (1973),Action|Crime
8042,Mean Streets (1973),Crime|Drama
8207,"Day of the Jackal, The (1973)",Crime|Thriller
8340,Escape from Alcatraz (1979),Drama|Thriller
8360,Shrek 2 (2004),Adventure|Comedy|Romance
8361,"Day After Tomorrow, The (2004)",Action|Adventure|Drama|Sci-Fi|Thriller
8366,Saved! (2004),Comedy|Drama
8368,Harry Potter and the Prisoner of Azkaban (2004),Adventure
8376,Napoleon Dynamite (2004),Comedy
8464,Super Size Me (2004),Comedy|Documentary|Drama
8528,Dodgeball: A True Underdog Story (2004),Comedy
8529,"Terminal, The (2004)",Comedy|Drama|Romance
8533,"Notebook, The (2004)",Drama|Romance
8622,Fahrenheit 9/11 (2004),Documentary
8623,Roxanne (1987),Comedy|Romance
8636,Spider-Man 2 (2004),Action|Adventure|Sci-Fi
8638,Before Sunset (2004),Drama|Romance
8641,Anchorman: The Legend of Ron Burgundy (2004),Comedy
8644,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller
8645,"Maria Full of Grace (Maria, Llena eres de gracia) (2004)",Crime|Drama
8665,"Bourne Supremacy, The (2004)",Action|Crime|Thriller
8781,"Manchurian Candidate, The (2004)",Thriller
8783,"Village, The (2004)",Drama|Thriller
8784,Garden State (2004),Comedy|Drama|Romance
8798,Collateral (2004),Action|Crime|Drama|Thriller
8807,Harold and Kumar Go to White Castle (2004),Adventure|Comedy
8865,Sky Captain and the World of Tomorrow (2004),Action|Adventure|Sci-Fi
8873,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",Adventure|Drama
8874,Shaun of the Dead (2004),Comedy|Horror
8910,I Heart Huckabees (2004),Comedy
8917,Team America: World Police (2004),Action|Adventure|Comedy
8949,Sideways (2004),Comedy|Drama|Romance
8950,"Machinist, The (Maquinista, El) (2004)",Thriller
8957,Saw (2004),Horror|Thriller
8958,Ray (2004),Drama
8961,"Incredibles, The (2004)",Action|Adventure|Comedy
8966,Kinsey (2004),Drama
8970,Finding Neverland (2004),Drama
8972,National Treasure (2004),Action|Adventure|Drama|Thriller
8981,Closer (2004),Drama|Romance
8983,House of Flying Daggers (Shi mian mai fu) (2004),Action|Drama|Romance
8984,Ocean's Twelve (2004),Action|Comedy|Crime|Thriller
27706,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Comedy
27721,"Very Long Engagement, A (Un long dimanche de fiançailles) (2004)",Drama|Romance
27773,Old Boy (2003),Thriller
27831,Layer Cake (2004),Crime|Drama|Thriller
27904,"Scanner Darkly, A (2006)",Drama|Sci-Fi|Thriller
30707,Million Dollar Baby (2004),Drama
30749,Hotel Rwanda (2004),Drama
30793,Charlie and the Chocolate Factory (2005),Adventure|Comedy
30810,"Life Aquatic with Steve Zissou, The (2004)",Adventure|Comedy
30812,"Aviator, The (2004)",Drama
30822,In Good Company (2004),Comedy|Drama
31410,"Downfall (Untergang, Der) (2004)",Drama
31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Romance
31685,Hitch (2005),Comedy|Romance
31696,Constantine (2005),Action|Horror|Thriller
31878,Kung Fu Hustle (Gong fu) (2004),Action|Comedy
32587,Sin City (2005),Action|Crime|Thriller
33004,"Hitchhiker's Guide to the Galaxy, The (2005)",Adventure|Comedy|Sci-Fi
33166,Crash (2004),Crime|Drama
33493,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi
33660,Cinderella Man (2005),Drama|Romance
33679,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance
33794,Batman Begins (2005),Action|Crime
34048,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller
34072,"March of the Penguins (Marche de l'empereur, La) (2005)",Documentary
34162,Wedding Crashers (2005),Comedy|Romance
34319,"Island, The (2005)",Action|Sci-Fi|Thriller
34405,Serenity (2005),Action|Adventure|Sci-Fi
34437,Broken Flowers (2005),Comedy|Drama
34542,Grizzly Man (2005),Documentary
35836,"40-Year-Old Virgin, The (2005)",Comedy|Romance
36517,"Constant Gardener, The (2005)",Drama|Thriller
36529,Lord of War (2005),Action|Crime|Drama|Thriller
37729,Corpse Bride (2005),Comedy|Romance
37733,"History of Violence, A (2005)",Action|Crime|Drama|Thriller
37741,Capote (2005),Crime|Drama
38038,Wallace & Gromit in The Curse of the Were-Rabbit (2005),Adventure|Comedy
38061,Kiss Kiss Bang Bang (2005),Comedy|Crime|Thriller
38886,"Squid and the Whale, The (2005)",Comedy|Drama
39183,Brokeback Mountain (2005),Drama|Romance
39292,"Good Night, and Good Luck. (2005)",Crime|Drama
40278,Jarhead (2005),Action|Drama
40583,Syriana (2005),Drama|Thriller
40629,Pride & Prejudice (2005),Drama|Romance
40815,Harry Potter and the Goblet of Fire (2005),Adventure|Thriller
40819,Walk the Line (2005),Drama|Romance
41285,Match Point (2005),Crime|Drama|Romance
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure
41569,King Kong (2005),Action|Adventure|Drama|Thriller
41997,Munich (2005),Action|Crime|Drama|Thriller
44191,V for Vendetta (2006),Action|Sci-Fi|Thriller
44195,Thank You for Smoking (2006),Comedy|Drama
44199,Inside Man (2006),Crime|Drama|Thriller
44555,"Lives of Others, The (Das leben der Anderen) (2006)",Drama|Romance|Thriller
44665,Lucky Number Slevin (2006),Crime|Drama
44694,Volver (2006),Comedy|Drama
44761,Brick (2005),Crime|Drama
45186,Mission: Impossible III (2006),Action|Adventure|Thriller
45210,United 93 (2006),Crime|Drama
45499,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller
45517,Cars (2006),Comedy
45720,"Devil Wears Prada, The (2006)",Comedy|Drama
45722,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure
45950,"Inconvenient Truth, An (2006)",Documentary
46530,Superman Returns (2006),Action|Adventure|Sci-Fi
46578,Little Miss Sunshine (2006),Adventure|Comedy|Drama
46723,Babel (2006),Drama|Thriller
46976,Stranger than Fiction (2006),Comedy|Drama|Romance
47099,"Pursuit of Happyness, The (2006)",Drama
47610,"Illusionist, The (2006)",Drama|Romance
47629,"Queen, The (2006)",Drama
48304,Apocalypto (2006),Adventure|Drama|Thriller
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy
48394,"Pan's Labyrinth (Laberinto del fauno, El) (2006)",Drama|Thriller
48516,"Departed, The (2006)",Crime|Drama|Thriller
48738,"Last King of Scotland, The (2006)",Drama|Thriller
48774,Children of Men (2006),Action|Adventure|Drama|Sci-Fi|Thriller
48780,"Prestige, The (2006)",Drama|Sci-Fi|Thriller
49272,Casino Royale (2006),Action|Adventure|Thriller
49530,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller
50068,Letters from Iwo Jima (2006),Drama
50872,Ratatouille (2007),Drama
51255,Hot Fuzz (2007),Action|Comedy|Crime
51540,Zodiac (2007),Crime|Drama|Thriller
51662,300 (2007),Action
52281,Grindhouse (2007),Action|Crime|Horror|Sci-Fi|Thriller
52328,Sunshine (2007),Adventure|Drama|Sci-Fi|Thriller
52973,Knocked Up (2007),Comedy|Drama|Romance
53123,Once (2006),Drama|Romance
53322,Ocean's Thirteen (2007),Crime|Thriller
53972,Live Free or Die Hard (2007),Action|Adventure|Crime|Thriller
53996,Transformers (2007),Action|Sci-Fi|Thriller
54001,Harry Potter and the Order of the Phoenix (2007),Adventure|Drama
54259,Stardust (2007),Adventure|Comedy|Romance
54272,"Simpsons Movie, The (2007)",Comedy
54286,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller
54503,Superbad (2007),Comedy
54997,3:10 to Yuma (2007),Action|Crime|Drama
55052,Atonement (2007),Drama|Romance
55118,Eastern Promises (2007),Crime|Drama|Thriller
55247,Into the Wild (2007),Action|Adventure|Drama
55276,Michael Clayton (2007),Drama|Thriller
55280,Lars and the Real Girl (2007),Comedy|Drama
55290,Gone Baby Gone (2007),Crime|Drama
55765,American Gangster (2007),Crime|Drama|Thriller
55820,No Country for Old Men (2007),Crime|Drama
56152,Enchanted (2007),Adventure|Comedy|Romance
56174,I Am Legend (2007),Action|Horror|Sci-Fi|Thriller
56367,Juno (2007),Comedy|Drama|Romance
56757,Sweeney Todd: The Demon Barber of Fleet Street (2007),Drama|Horror|Thriller
56782,There Will Be Blood (2007),Drama
56788,Charlie Wilson's War (2007),Comedy|Drama
57669,In Bruges (2008),Comedy|Crime|Drama|Thriller
